???? ????,?????,?????,??????,,?? ?????,??? ???????,???,?????,????,?????,?????/?????,???? ????,????? ????? ??????,?????? ???,????? ???,??? ?????,??? ?????,???? ?????/?????,????? ????? ??????,????? ???? ??????
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,6016973,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604075,1403/03/04 23:02,TD-LTE,??????,?????,1403/05/02 19:26,1403/03/04 23:02
260000,234000,0,23400,"20 ?? 40 ??? ?????? ????? 	",495248,?????,?????,?????,DSL-128to8M-FUP,?? ??? ???????,?????,??????,?????,604076,1403/03/04 23:06,ADSL,??????,?????,1403/04/23 19:38,1403/03/04 23:06
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,3662573,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604077,1403/03/04 23:07,TD-LTE,??????,?????,1403/03/10 22:59,1403/03/04 23:07
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,4864748,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604079,1403/03/04 23:30,TD-LTE,??????,?????,1403/03/31 23:22,1403/03/04 23:30
486200,437580,0,43758,2 ?? 40 ?? - 1 ???? - 22 ??? - TD-LTE,7440323,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????? ??? ????,604078,1403/03/04 23:32,TD-LTE,????,?????,1403/04/03 23:30,1403/03/04 23:30
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,9045473,?????,?????,?????,LTE-80M-limited,?? ??? ???????,?????,??????,?????,604083,1403/03/04 23:48,TD-LTE,??????,?????,1403/03/20 20:52,1403/03/04 23:48
292500,263250,0,26325,2 ?? 40 ?? - 1 ???? - 10 ??? - TD-LTE,7865348,?????,???? ????,???????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604084,1403/03/04 23:56,TD-LTE,????,?????,1403/04/03 23:55,1403/03/04 23:55
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,7862873,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604086,1403/03/05 0:02,TD-LTE,??????,?????,1403/05/15 17:19,1403/03/05 0:02
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,7734848,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604087,1403/03/05 0:03,TD-LTE,??????,?????,1403/04/27 15:50,1403/03/05 0:03
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,3144623,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ?????,604088,1403/03/05 0:10,TD-LTE,??????,?????,1403/03/13 1:16,1403/03/05 0:10
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,5198423,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,604091,1403/03/05 0:25,TD-LTE,??????,?????,1403/03/18 16:21,1403/03/05 0:25
682500,614250,0,61425,2 ?? 40 ??- 45 ???? -30 ???-TD-LTE,3052373,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604093,1403/03/05 0:30,TD-LTE,????,?????,1403/04/19 0:28,1403/03/05 0:28
0,0,0,0,??? ????,3066998,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,604094,1403/03/05 0:30,TD-LTE,??????,?????,1403/04/19 0:31,1403/03/05 0:31
900900,810810,0,81081,2 ?? 20 ?? - 45 ???? - 42 ??? - TD-LTE,3066998,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,604094,1403/03/05 0:30,TD-LTE,????,?????,1403/04/19 0:31,1403/03/05 0:31
162500,146250,0,14625,??? ???? ????? ?? ??? 8 ?? -1???? ( ????????? 25??? ?????? ????? ????? 12.5??? ?????? ??? ????? ),8470148,?????,????,?????? ????,DSL-128to8M-FUP,?? ??? ???????,?????,??????,?????,604095,1403/03/05 0:30,ADSL,????,?????,1403/04/04 0:08,1403/03/06 0:08
0,0,0,0,??? ????,8470148,?????,????,?????? ????,DSL-128to8M-FUP,?? ??? ???????,?????,??????,?????,604095,1403/03/05 0:30,ADSL,????,?????,1403/04/04 0:08,1403/03/06 0:08
682500,614250,0,61425,2 ?? 40 ??- 45 ???? -30 ???-TD-LTE,4481573,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604096,1403/03/05 0:40,TD-LTE,????,?????,1403/04/19 0:40,1403/03/05 0:40
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,3536573,?????,?????,?????,LTE-40M-limited,????? ????? ?????,?????,??????,?????,604098,1403/03/05 0:41,TD-LTE,??????,?????,1403/03/12 11:46,1403/03/05 0:41
682500,614250,0,61425,2 ?? 40 ??- 45 ???? -30 ???-TD-LTE,6312173,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604099,1403/03/05 0:54,TD-LTE,????,?????,1403/04/19 0:54,1403/03/05 0:54
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,7827323,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604100,1403/03/05 1:34,TD-LTE,??????,?????,1403/04/01 14:24,1403/03/05 1:34
162500,146250,0,14625,??? ???? -2 ??  - 1 ???? ( ????????? 30 ??? ?????? ????? ????? 15 ??? ?????? ??? ????? ),1778198,?????,?????,?????,DSL-128to2M-FUP,?? ??? ???????,?????,??????,?????,604101,1403/03/05 2:23,ADSL,????,?????,1403/04/04 2:21,1403/03/05 2:21
292500,263250,0,26325,2 ?? 40 ?? - 1 ???? - 10 ??? - TD-LTE,5878148,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604102,1403/03/05 3:04,TD-LTE,????,?????,1403/04/08 3:21,1403/03/09 3:21
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,9183623,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604103,1403/03/05 3:06,TD-LTE,??????,?????,1403/12/08 21:40,1403/03/05 3:06
5167500,4650750,0,465075,300 ??? ?????? ????? (??????? ??????) - TD LTE,4330823,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604105,1403/03/05 3:24,TD-LTE,??????,?????,1403/07/26 21:34,1403/03/05 3:24
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,5983448,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,604107,1403/03/05 3:30,TD-LTE,??????,?????,1403/04/12 5:01,1403/03/05 3:30
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,7669823,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,604109,1403/03/05 4:06,TD-LTE,??????,?????,1403/04/15 0:48,1403/03/05 4:06
1076400,968760,0,96876,10 ?? - 6 ???? - 120 ??? - WIR,4166123,?????,???,????,WIR-10MB-limited,?? ??? ???????,?????,??????,?????,604110,1403/03/05 4:16,WireLess,????,?????,1403/09/01 4:16,1403/03/05 4:16
1872000,1684800,0,168480,2 ?? 20 ?? - 3 ???? - 90 ??? - TD-LTE,5157248,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,604111,1403/03/05 4:37,TD-LTE,????,?????,1403/06/02 4:38,1403/03/05 4:38
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,2630498,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604116,1403/03/05 6:02,TD-LTE,??????,?????,1403/04/02 19:54,1403/03/05 6:01
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,4976798,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604117,1403/03/05 7:16,TD-LTE,??????,?????,1403/03/11 23:14,1403/03/05 7:16
682500,614250,0,61425,2 ?? 40 ??- 45 ???? -30 ???-TD-LTE,4994573,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604118,1403/03/05 7:21,TD-LTE,????,?????,1403/03/09 7:18,1403/03/05 7:21
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,3128423,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,604119,1403/03/05 7:23,TD-LTE,??????,?????,1403/03/29 7:28,1403/03/05 7:23
1365000,1228500,0,122850,2 ?? 40 ?? - 1 ???? - 70 ??? - TD-LTE,9175973,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604121,1403/03/05 7:32,TD-LTE,????,?????,1403/04/04 7:32,1403/03/05 7:32
260000,234000,0,23400,??? ???? ????? ?? ??? 16 ?? -1???? ( ????????? 40??? ?????? ????? ????? 20??? ?????? ??? ????? ),5105048,?????,?????,?????,DSL-128to16M-FUP,?? ??? ???????,?????,??????,?????,604127,1403/03/05 8:12,ADSL,????,?????,1403/04/04 10:08,1403/03/05 10:08
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,8047373,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604128,1403/03/05 8:16,TD-LTE,??????,?????,1403/03/19 2:12,1403/03/05 8:16
343200,308880,0,30888,16 ?? - 1 ???? - 30 ??? - WIR,8872898,?????,???,????,WIR-16MB-limited,?? ??? ???????,?????,??????,?????,604129,1403/03/05 8:20,WireLess,????,?????,1403/04/04 8:20,1403/03/05 8:20
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,6155123,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604131,1403/03/05 8:31,TD-LTE,??????,?????,1403/03/09 22:41,1403/03/05 8:31
486200,437580,0,43758,2 ?? 40 ?? - 1 ???? - 22 ??? - TD-LTE,4149923,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,???? ????,604132,1403/03/05 8:38,TD-LTE,????,?????,1403/04/03 8:34,1403/03/05 8:34
0,0,0,0,??? ????,4149923,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,???? ????,604132,1403/03/05 8:38,TD-LTE,????,?????,1403/04/03 8:34,1403/03/05 8:34
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,3130448,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604134,1403/03/05 8:40,TD-LTE,??????,?????,1403/03/15 0:10,1403/03/05 8:40
2437500,2193750,0,219375,2 ?? 40 ?? - 3 ???? -125 ??? - TD-LTE,3717248,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604135,1403/03/05 8:43,TD-LTE,????,?????,1403/06/02 8:43,1403/03/05 8:43
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,6518948,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,604137,1403/03/05 9:11,TD-LTE,??????,?????,1403/03/06 13:19,1403/03/05 9:11
1040000,936000,0,93600,2 ?? 40 ?? - 3 ???? - 40 ??? - TD-LTE,7843298,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604141,1403/03/05 9:15,TD-LTE,????,?????,1403/06/02 9:14,1403/03/05 9:14
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,7726748,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604142,1403/03/05 9:16,TD-LTE,??????,?????,1403/04/26 19:17,1403/03/05 9:16
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,6757448,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604144,1403/03/05 9:18,TD-LTE,??????,?????,1403/10/17 11:07,1403/03/05 9:18
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,6014273,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,604145,1403/03/05 9:38,TD-LTE,??????,?????,1403/03/23 9:48,1403/03/05 9:38
650000,585000,0,0,???? ????,8489948,?????,?????,?????,WIR-25MB-unlimited,?? ??? ???????,?????,?????,??? ????? ????,604146,1403/03/05 9:56,WireLess,????,?????,1403/09/01 9:56,1403/03/05 9:56
0,0,0,0,???? ???? - ????? - 10 ???? - 10 ???,4454798,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,?????,????? ??? ????,604149,1403/03/05 10:04,TD-LTE,?????,?????,1403/03/15 10:04,1403/03/05 10:04
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,8018123,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ????,604130,1403/03/05 10:04,TD-LTE,??????,?????,1403/06/09 19:51,1403/03/05 10:04
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,8044223,?????,?????,?????,LTE-40M-limited,????? ????? ?????,?????,??????,?????,604169,1403/03/05 10:11,TD-LTE,??????,?????,1403/03/12 23:25,1403/03/05 10:11
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,1181048,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,604155,1403/03/05 10:12,TD-LTE,??????,?????,1403/06/24 19:16,1403/03/05 10:12
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,6329723,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ??????,604158,1403/03/05 10:18,TD-LTE,??????,?????,1403/07/13 11:06,1403/03/05 10:18
97500,87750,0,8775,3 ??? ?????? ????? (??????? ??????) - TD LTE,4691948,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,604160,1403/03/05 10:21,TD-LTE,??????,?????,1403/04/13 16:08,1403/03/05 10:21
1365000,1228500,0,122850,2 ?? 40 ?? - 1 ???? - 70 ??? - TD-LTE,8256398,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604161,1403/03/05 10:25,TD-LTE,????,?????,1403/04/04 10:25,1403/03/05 10:25
1105000,994500,0,99450,2 ?? 40 ?? - 3 ????- 60 ??? - TD-LTE,6067598,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604165,1403/03/05 10:31,TD-LTE,????,?????,1403/06/02 10:25,1403/03/05 10:25
3487250,3138525,0,313853,2 ?? 40 ?? - 3 ???? -185 ??? - TD-LTE,2751548,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ???????,604154,1403/03/05 10:32,TD-LTE,????,?????,1403/06/02 10:32,1403/03/05 10:32
6370000,5733000,0,573300,2 ?? 40 ?? - 6 ???? - 350 ??? - TD-LTE,4962848,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604166,1403/03/05 10:37,TD-LTE,????,?????,1403/09/01 10:38,1403/03/05 10:38
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,5692523,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604169,1403/03/05 10:39,TD-LTE,??????,?????,1403/03/16 12:06,1403/03/05 10:39
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,4773173,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604170,1403/03/05 10:43,TD-LTE,??????,?????,1403/03/17 14:21,1403/03/05 10:43
0,0,0,0,??? ????,4773173,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604170,1403/03/05 10:43,TD-LTE,??????,?????,1403/03/17 14:21,1403/03/05 10:43
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,4703648,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,604173,1403/03/05 10:45,TD-LTE,??????,?????,1403/03/26 9:07,1403/03/05 10:45
4126200,3713580,0,371358,16 ?? - 12 ???? - 500 ??? - WIR,8870648,?????,???,????,WIR-16MB-limited,?? ??? ???????,?????,?????,???? ??,604172,1403/03/05 10:45,WireLess,????,?????,1401/03/01 18:06,1403/03/06 18:06
97500,87750,0,8775,3 ??? ?????? ????? (??????? ??????) - TD LTE,3188498,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604174,1403/03/05 10:47,TD-LTE,??????,?????,1403/04/04 13:58,1403/03/05 10:46
0,0,0,0,??? ????,3188498,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604174,1403/03/05 10:47,TD-LTE,??????,?????,1403/04/04 13:58,1403/03/05 10:46
3575000,3217500,0,321750,4 ?? 80 ?? - 1 ???? 200 ??? -BIZ,8887523,?????,?????,?????,LTE-80M-limited,?? ??? ???????,?????,??????,????? ????,604171,1403/03/05 10:49,TD-LTE,????,?????,1403/04/04 10:49,1403/03/05 10:49
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,9159773,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,604176,1403/03/05 10:55,TD-LTE,??????,?????,1403/03/26 16:42,1403/03/05 10:55
325000,292500,0,29250,??? ???? -8 ?? - 1 ???? ( ????????? 84 ??? ?????? ????? ????? 42 ??? ?????? ??? ????? ),7803473,?????,?????,?????,DSL-128to8M-FUP,?? ??? ???????,?????,?????,????? ????,603415,1403/03/05 10:57,ADSL,????,?????,1403/04/04 10:57,1403/03/05 10:57
3900000,3510000,0,351000,2 ?? 40 ?? - 12 ???? - 150 ??? - TD -LTE,7459673,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ?????,604151,1403/03/05 11:01,TD-LTE,????,?????,1401/03/01 13:00,1403/03/06 13:00
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,8791223,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604185,1403/03/05 11:11,TD-LTE,??????,?????,1403/09/12 15:57,1403/03/05 11:11
682500,614250,0,61425,2 ?? 40 ??- 45 ???? -30 ???-TD-LTE,2262623,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604186,1403/03/05 11:12,TD-LTE,????,?????,1403/04/19 11:13,1403/03/05 11:13
4030000,3627000,0,362700,2 ?? 40 ?? -12???? - 200??? - TD-LTE,9486923,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ???? ???,604187,1403/03/05 11:12,TD-LTE,????,???? ?????,1401/03/01 08:21,1403/03/06 8:21
0,0,0,0,??? ????,3326873,?????,?????,?????,LTE-40M-unlimited-FUP,?? ??? ???????,?????,??????,????? ?????,604183,1403/03/05 11:15,TD-LTE,??????,?????,1403/04/04 11:15,1403/03/05 11:15
1365000,1228500,0,122850,2 ?? 40 ?? - 1 ???? - 70 ??? - TD-LTE,3326873,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,????? ?????,604183,1403/03/05 11:15,TD-LTE,????,?????,1403/04/04 11:15,1403/03/05 11:15
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,5739098,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,604189,1403/03/05 11:19,TD-LTE,??????,?????,1403/03/26 1:40,1403/03/05 11:19
0,0,0,0,???? ???? - ????? - 10 ???? - 10 ???,5438048,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ???????,604192,1403/03/05 11:25,TD-LTE,?????,?????,1403/03/15 11:26,1403/03/05 11:26
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,3188498,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604193,1403/03/05 11:27,TD-LTE,??????,?????,1403/04/04 13:58,1403/03/05 11:27
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,7660598,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,????? ??????,604152,1403/03/05 11:28,TD-LTE,??????,?????,1403/04/05 15:43,1403/03/05 11:28
4030000,3627000,0,362700,2 ?? 40 ?? -12???? - 200??? - TD-LTE,9487373,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ???? ???,604195,1403/03/05 11:28,TD-LTE,????,???? ?????,1401/02/31 11:35,1403/03/05 11:35
3094000,2784600,0,278460,170 ??? ?????? ????? (??????? ??????) - TD LTE,5897948,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604199,1403/03/05 11:34,TD-LTE,??????,?????,1403/04/13 9:55,1403/03/05 11:34
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,5685998,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604200,1403/03/05 11:39,TD-LTE,??????,?????,1403/04/13 16:55,1403/03/05 11:39
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,4506323,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ??????,604204,1403/03/05 11:45,TD-LTE,??????,?????,1403/04/31 10:55,1403/03/05 11:45
0,0,0,0,???? ????,1838273,?????,??????,?????,DSL-128to4M-FUP,?? ??? ???????,?????,?????,?????,501632,1403/03/05 11:47,ADSL,????,?????,1403/03/26 15:51,1402/09/07 15:51
11232000,10108800,0,1010880,4 ?? 80 ?? - 6 ???? 600 ??? -BIZ,7986173,?????,?????,?????,LTE-80M-limited,?? ??? ???????,?????,??????,????? ????,604206,1403/03/05 11:52,TD-LTE,????,?????,1403/09/04 10:57,1403/03/08 10:57
1105000,994500,0,99450,2 ?? 40 ?? - 3 ????- 60 ??? - TD-LTE,4971623,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604213,1403/03/05 11:54,TD-LTE,????,?????,1403/06/02 11:55,1403/03/05 11:55
682500,614250,0,61425,2 ?? 40 ??- 45 ???? -30 ???-TD-LTE,7291148,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604220,1403/03/05 11:58,TD-LTE,????,?????,1403/04/19 11:59,1403/03/05 11:59
975000,877500,0,87750,?? ?? ???????-?? ?? ?? - 6 ????,7986173,?????,?????,?????,LTE-80M-limited,?? ??? ???????,?????,??????,????? ????,604216,1403/03/05 11:59,TD-LTE,IP,?????,1403/09/04 10:14,1403/03/08 9:59
975000,877500,0,87750,??? ???? ???? ??-8 ??  - 45????( ????????? 510 ??? ?????? ????? ????? 255 ??? ?????? ??? ????? ),5458973,?????,?????,?????,DSL-128to8M-FUP,?? ??? ???????,?????,??????,?????,604225,1403/03/05 12:07,ADSL,????,?????,1403/04/19 12:08,1403/03/05 12:08
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,7800548,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604227,1403/03/05 12:14,TD-LTE,??????,?????,1403/05/06 13:18,1403/03/05 12:13
4712500,4241250,0,424125,"2 ?? 40 ?? - 6 ???? - 250 ??? - TD-LTE	",8501648,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604230,1403/03/05 12:19,TD-LTE,????,?????,1403/09/01 12:15,1403/03/05 12:15
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,5065673,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604233,1403/03/05 12:24,TD-LTE,??????,?????,1403/04/30 21:55,1403/03/05 12:24
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,4171298,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604232,1403/03/05 12:25,TD-LTE,??????,?????,1403/05/28 21:14,1403/03/05 12:25
325000,292500,0,29250,??? ???? -8 ?? - 1 ???? ( ????????? 84 ??? ?????? ????? ????? 42 ??? ?????? ??? ????? ),8821148,?????,?????,????????? ????,DSL-128to8M-FUP,?? ??? ???????,?????,?????,????? ?????,604196,1403/03/05 12:25,ADSL,????,?????,1403/04/04 12:25,1403/03/05 12:25
2437500,2193750,0,219375,2 ?? 40 ?? - 3 ???? -125 ??? - TD-LTE,3326648,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ??????,604245,1403/03/05 12:48,TD-LTE,????,?????,1403/06/02 12:49,1403/03/05 12:49
8222500,7400250,0,740025,2 ?? 40 ?? - 12 ???? -500 ??? - TD-LTE,5268173,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,604247,1403/03/05 12:53,TD-LTE,????,?????,1401/02/31 12:52,1403/03/05 12:52
900900,810810,0,81081,2 ?? 20 ?? - 45 ???? - 42 ??? - TD-LTE,7857023,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,604252,1403/03/05 12:57,TD-LTE,????,?????,1403/03/13 3:04,1403/03/05 12:57
1144000,1029600,0,102960,2 ?? 20 ?? - 45 ???? - 55 ??? - TD-LTE,2441048,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,604257,1403/03/05 13:07,TD-LTE,????,?????,1403/04/19 13:07,1403/03/05 13:07
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,7668248,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,604261,1403/03/05 13:23,TD-LTE,??????,?????,1403/04/17 17:39,1403/03/05 13:23
0,0,0,0,??? ????,7668248,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,604261,1403/03/05 13:23,TD-LTE,??????,?????,1403/04/17 17:39,1403/03/05 13:23
1950000,1755000,0,175500,?? ?? ???????-?? ?? ?? - 12 ????,9468248,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ??????,604266,1403/03/05 13:24,TD-LTE,IP,?????,1401/02/31 12:19,1403/03/05 13:24
16250000,14625000,0,1462500,??????? ???? ???? 2 ?? 40 ?? -12???? - 1000 ??? - TD-LTE,8008448,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ?????,604239,1403/03/05 13:25,TD-LTE,????,?????,1401/02/31 13:25,1403/03/05 13:25
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,5882648,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ???????,604177,1403/03/05 13:25,TD-LTE,??????,?????,1403/05/10 16:11,1403/03/05 13:25
8222500,7400250,0,740025,2 ?? 40 ?? - 12 ???? -500 ??? - TD-LTE,9487823,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ???? ???,604267,1403/03/05 13:26,TD-LTE,????,???? ?????,1401/02/31 15:50,1403/03/05 15:50
1040000,936000,0,93600,2 ?? 40 ?? - 3 ???? - 40 ??? - TD-LTE,8687498,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ??????,604240,1403/03/05 13:26,TD-LTE,????,?????,1403/06/02 13:25,1403/03/05 13:25
4030000,3627000,0,362700,2 ?? 40 ?? -12???? - 200??? - TD-LTE,6919223,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ???????,604218,1403/03/05 13:26,TD-LTE,????,?????,1401/03/01 13:13,1403/03/06 13:13
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,4851473,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,????? ?????,604264,1403/03/05 13:27,TD-LTE,??????,?????,1403/10/03 17:41,1403/03/05 13:27
3120000,2808000,0,280800,??? ???? ???? ?? -16 ?? - 3 ???? ( ????????? 2100 ??? ?????? ????? ?????1050??? ?????? ??? ????? ),2425073,?????,?????,?????,DSL-128to16M-FUP,?? ??? ???????,?????,?????,????? ?????,604223,1403/03/05 13:27,ADSL,????,?????,1403/06/02 13:52,1403/03/05 13:52
